id,intent,question,answer
PRG015,programs_faculties,XMUM most popular course,"Xiamen University Malaysia (XMUM) offers a wide range of undergraduate programmes across science, engineering, business, communication, and applied disciplines, with no single officially stated “most popular” programme. However, based on programme scale, breadth, and common enrolment trends across Malaysian branch universities, Computing and Data Science, Engineering, and Business-related programmes are generally among the most commonly chosen fields due to strong industry demand.

In particular, programmes such as Computer Science and Technology, Software Engineering, Data Science, Cyber Security, Electrical and Electronics Engineering, as well as Accounting and Finance, and Communication-related degrees tend to attract high student interest.

These programmes are full-time undergraduate degrees with durations typically ranging from 3 to 4 years, and all are taught in English.

Across XMUM’s academic structure, popular fields are distributed across several schools, including Computing and Data Science, Economics and Management, Communication, Mathematics and Physics, Energy and Chemical Engineering, and other science and engineering-related faculties.

Students are drawn to these programmes due to their strong industry relevance, practical learning approach, internship opportunities, and alignment with high-demand career paths such as software development, data analytics, cybersecurity, finance, engineering, and digital media industries."
PRG015,programs_faculties,XMUM top enrolled program,"Xiamen University Malaysia (XMUM) offers a wide range of undergraduate programmes across science, engineering, business, communication, and applied disciplines, with no single officially stated “most popular” programme. However, based on programme scale, breadth, and common enrolment trends across Malaysian branch universities, Computing and Data Science, Engineering, and Business-related programmes are generally among the most commonly chosen fields due to strong industry demand.

In particular, programmes such as Computer Science and Technology, Software Engineering, Data Science, Cyber Security, Electrical and Electronics Engineering, as well as Accounting and Finance, and Communication-related degrees tend to attract high student interest.

These programmes are full-time undergraduate degrees with durations typically ranging from 3 to 4 years, and all are taught in English.

Across XMUM’s academic structure, popular fields are distributed across several schools, including Computing and Data Science, Economics and Management, Communication, Mathematics and Physics, Energy and Chemical Engineering, and other science and engineering-related faculties.

Students are drawn to these programmes due to their strong industry relevance, practical learning approach, internship opportunities, and alignment with high-demand career paths such as software development, data analytics, cybersecurity, finance, engineering, and digital media industries."
PRG015,programs_faculties,What do most students study at XMUM?,"Xiamen University Malaysia (XMUM) offers a wide range of undergraduate programmes across science, engineering, business, communication, and applied disciplines, with no single officially stated “most popular” programme. However, based on programme scale, breadth, and common enrolment trends across Malaysian branch universities, Computing and Data Science, Engineering, and Business-related programmes are generally among the most commonly chosen fields due to strong industry demand.

In particular, programmes such as Computer Science and Technology, Software Engineering, Data Science, Cyber Security, Electrical and Electronics Engineering, as well as Accounting and Finance, and Communication-related degrees tend to attract high student interest.

These programmes are full-time undergraduate degrees with durations typically ranging from 3 to 4 years, and all are taught in English.

Across XMUM’s academic structure, popular fields are distributed across several schools, including Computing and Data Science, Economics and Management, Communication, Mathematics and Physics, Energy and Chemical Engineering, and other science and engineering-related faculties.

Students are drawn to these programmes due to their strong industry relevance, practical learning approach, internship opportunities, and alignment with high-demand career paths such as software development, data analytics, cybersecurity, finance, engineering, and digital media industries."
PRG015,programs_faculties,XMUM popular degree program,"Xiamen University Malaysia (XMUM) offers a wide range of undergraduate programmes across science, engineering, business, communication, and applied disciplines, with no single officially stated “most popular” programme. However, based on programme scale, breadth, and common enrolment trends across Malaysian branch universities, Computing and Data Science, Engineering, and Business-related programmes are generally among the most commonly chosen fields due to strong industry demand.

In particular, programmes such as Computer Science and Technology, Software Engineering, Data Science, Cyber Security, Electrical and Electronics Engineering, as well as Accounting and Finance, and Communication-related degrees tend to attract high student interest.

These programmes are full-time undergraduate degrees with durations typically ranging from 3 to 4 years, and all are taught in English.

Across XMUM’s academic structure, popular fields are distributed across several schools, including Computing and Data Science, Economics and Management, Communication, Mathematics and Physics, Energy and Chemical Engineering, and other science and engineering-related faculties.

Students are drawn to these programmes due to their strong industry relevance, practical learning approach, internship opportunities, and alignment with high-demand career paths such as software development, data analytics, cybersecurity, finance, engineering, and digital media industries."
PRG016,programs_faculties,Does XMUM offer any double degree programs?,"Xiamen University Malaysia (XMUM) does not offer double degree or dual degree programmes. Each undergraduate programme is a single-degree award.

Students are enrolled into one specific programme and will graduate with one bachelor’s degree upon completion of the required coursework and graduation requirements.

All programmes are full-time study modes, typically ranging from 3 to 4 years depending on the chosen field. Some specialised programmes, such as Traditional Chinese Medicine, may take up to 5 years.

Although double degrees are not available, students can still gain interdisciplinary exposure through elective courses, project work, and collaboration across different schools such as computing, engineering, business, communication, and science-related fields.

These options allow students to broaden their knowledge and skills while still completing a single degree programme. "
PRG016,programs_faculties,Can I get two degrees at the same time at XMUM?,"Xiamen University Malaysia (XMUM) does not offer double degree or dual degree programmes. Each undergraduate programme is a single-degree award.

Students are enrolled into one specific programme and will graduate with one bachelor’s degree upon completion of the required coursework and graduation requirements.

All programmes are full-time study modes, typically ranging from 3 to 4 years depending on the chosen field. Some specialised programmes, such as Traditional Chinese Medicine, may take up to 5 years.

Although double degrees are not available, students can still gain interdisciplinary exposure through elective courses, project work, and collaboration across different schools such as computing, engineering, business, communication, and science-related fields.

These options allow students to broaden their knowledge and skills while still completing a single degree programme. "
PRG016,programs_faculties,Is there a dual degree or combined degree option at Xiamen University Malaysia?,"Xiamen University Malaysia (XMUM) does not offer double degree or dual degree programmes. Each undergraduate programme is a single-degree award.

Students are enrolled into one specific programme and will graduate with one bachelor’s degree upon completion of the required coursework and graduation requirements.

All programmes are full-time study modes, typically ranging from 3 to 4 years depending on the chosen field. Some specialised programmes, such as Traditional Chinese Medicine, may take up to 5 years.

Although double degrees are not available, students can still gain interdisciplinary exposure through elective courses, project work, and collaboration across different schools such as computing, engineering, business, communication, and science-related fields.

These options allow students to broaden their knowledge and skills while still completing a single degree programme. "
PRG016,programs_faculties,What joint degree programs are available at XMUM?,"Xiamen University Malaysia (XMUM) does not offer double degree or dual degree programmes. Each undergraduate programme is a single-degree award.

Students are enrolled into one specific programme and will graduate with one bachelor’s degree upon completion of the required coursework and graduation requirements.

All programmes are full-time study modes, typically ranging from 3 to 4 years depending on the chosen field. Some specialised programmes, such as Traditional Chinese Medicine, may take up to 5 years.

Although double degrees are not available, students can still gain interdisciplinary exposure through elective courses, project work, and collaboration across different schools such as computing, engineering, business, communication, and science-related fields.

These options allow students to broaden their knowledge and skills while still completing a single degree programme. "
PRG016,programs_faculties,XMUM double degree program,"Xiamen University Malaysia (XMUM) does not offer double degree or dual degree programmes. Each undergraduate programme is a single-degree award.

Students are enrolled into one specific programme and will graduate with one bachelor’s degree upon completion of the required coursework and graduation requirements.

All programmes are full-time study modes, typically ranging from 3 to 4 years depending on the chosen field. Some specialised programmes, such as Traditional Chinese Medicine, may take up to 5 years.

Although double degrees are not available, students can still gain interdisciplinary exposure through elective courses, project work, and collaboration across different schools such as computing, engineering, business, communication, and science-related fields.

These options allow students to broaden their knowledge and skills while still completing a single degree programme. "
PRG016,programs_faculties,XMUM dual qualification study,"Xiamen University Malaysia (XMUM) does not offer double degree or dual degree programmes. Each undergraduate programme is a single-degree award.

Students are enrolled into one specific programme and will graduate with one bachelor’s degree upon completion of the required coursework and graduation requirements.

All programmes are full-time study modes, typically ranging from 3 to 4 years depending on the chosen field. Some specialised programmes, such as Traditional Chinese Medicine, may take up to 5 years.

Although double degrees are not available, students can still gain interdisciplinary exposure through elective courses, project work, and collaboration across different schools such as computing, engineering, business, communication, and science-related fields.

These options allow students to broaden their knowledge and skills while still completing a single degree programme. "
PRG016,programs_faculties,Can I graduate with two degrees from XMUM?,"Xiamen University Malaysia (XMUM) does not offer double degree or dual degree programmes. Each undergraduate programme is a single-degree award.

Students are enrolled into one specific programme and will graduate with one bachelor’s degree upon completion of the required coursework and graduation requirements.

All programmes are full-time study modes, typically ranging from 3 to 4 years depending on the chosen field. Some specialised programmes, such as Traditional Chinese Medicine, may take up to 5 years.

Although double degrees are not available, students can still gain interdisciplinary exposure through elective courses, project work, and collaboration across different schools such as computing, engineering, business, communication, and science-related fields.

These options allow students to broaden their knowledge and skills while still completing a single degree programme. "
PRG016,programs_faculties,XMUM combined degree available,"Xiamen University Malaysia (XMUM) does not offer double degree or dual degree programmes. Each undergraduate programme is a single-degree award.

Students are enrolled into one specific programme and will graduate with one bachelor’s degree upon completion of the required coursework and graduation requirements.

All programmes are full-time study modes, typically ranging from 3 to 4 years depending on the chosen field. Some specialised programmes, such as Traditional Chinese Medicine, may take up to 5 years.

Although double degrees are not available, students can still gain interdisciplinary exposure through elective courses, project work, and collaboration across different schools such as computing, engineering, business, communication, and science-related fields.

These options allow students to broaden their knowledge and skills while still completing a single degree programme. "
PRG017,programs_faculties,Does XMUM have an exchange program with other universities?,"Xiamen University Malaysia (XMUM) offers outbound student mobility (exchange) programmes that allow undergraduate students to study abroad at partner universities for one or more semesters.

These exchange opportunities are available through collaborations with international partner universities in countries such as the United Kingdom, Kazakhstan, and other regions, covering fields like business, engineering, computing, social sciences, and humanities.

To be eligible, students must usually complete at least one year of study at XMUM, maintain a minimum CGPA of 3.0/4.0, and meet the English language requirements of the host university. Selection is also subject to academic performance and faculty approval.

Students interested in exchange programmes need to email the Global Engagement and Partnerships Office at globalep@xmu.edu.my. They will guide students through eligibility checks, application procedures, and nomination processes for partner universities.

Successful applicants may study abroad for a semester while earning academic credits, but credit transfer back to XMUM is not automatic and must be approved by the respective faculty.

These exchange programmes are designed to give students international exposure, broaden academic experience, and develop global perspectives while continuing their degree at XMUM. "
PRG017,programs_faculties,Can I study abroad while enrolled at XMUM?,"Xiamen University Malaysia (XMUM) offers outbound student mobility (exchange) programmes that allow undergraduate students to study abroad at partner universities for one or more semesters.

These exchange opportunities are available through collaborations with international partner universities in countries such as the United Kingdom, Kazakhstan, and other regions, covering fields like business, engineering, computing, social sciences, and humanities.

To be eligible, students must usually complete at least one year of study at XMUM, maintain a minimum CGPA of 3.0/4.0, and meet the English language requirements of the host university. Selection is also subject to academic performance and faculty approval.

Students interested in exchange programmes need to email the Global Engagement and Partnerships Office at globalep@xmu.edu.my. They will guide students through eligibility checks, application procedures, and nomination processes for partner universities.

Successful applicants may study abroad for a semester while earning academic credits, but credit transfer back to XMUM is not automatic and must be approved by the respective faculty.

These exchange programmes are designed to give students international exposure, broaden academic experience, and develop global perspectives while continuing their degree at XMUM. "
PRG017,programs_faculties,Is there a student exchange opportunity at Xiamen University Malaysia?,"Xiamen University Malaysia (XMUM) offers outbound student mobility (exchange) programmes that allow undergraduate students to study abroad at partner universities for one or more semesters.

These exchange opportunities are available through collaborations with international partner universities in countries such as the United Kingdom, Kazakhstan, and other regions, covering fields like business, engineering, computing, social sciences, and humanities.

To be eligible, students must usually complete at least one year of study at XMUM, maintain a minimum CGPA of 3.0/4.0, and meet the English language requirements of the host university. Selection is also subject to academic performance and faculty approval.

Students interested in exchange programmes need to email the Global Engagement and Partnerships Office at globalep@xmu.edu.my. They will guide students through eligibility checks, application procedures, and nomination processes for partner universities.

Successful applicants may study abroad for a semester while earning academic credits, but credit transfer back to XMUM is not automatic and must be approved by the respective faculty.

These exchange programmes are designed to give students international exposure, broaden academic experience, and develop global perspectives while continuing their degree at XMUM. "
PRG017,programs_faculties,What international exchange programs does XMUM offer?,"Xiamen University Malaysia (XMUM) offers outbound student mobility (exchange) programmes that allow undergraduate students to study abroad at partner universities for one or more semesters.

These exchange opportunities are available through collaborations with international partner universities in countries such as the United Kingdom, Kazakhstan, and other regions, covering fields like business, engineering, computing, social sciences, and humanities.

To be eligible, students must usually complete at least one year of study at XMUM, maintain a minimum CGPA of 3.0/4.0, and meet the English language requirements of the host university. Selection is also subject to academic performance and faculty approval.

Students interested in exchange programmes need to email the Global Engagement and Partnerships Office at globalep@xmu.edu.my. They will guide students through eligibility checks, application procedures, and nomination processes for partner universities.

Successful applicants may study abroad for a semester while earning academic credits, but credit transfer back to XMUM is not automatic and must be approved by the respective faculty.

These exchange programmes are designed to give students international exposure, broaden academic experience, and develop global perspectives while continuing their degree at XMUM. "
PRG017,programs_faculties,XMUM student exchange program,"Xiamen University Malaysia (XMUM) offers outbound student mobility (exchange) programmes that allow undergraduate students to study abroad at partner universities for one or more semesters.

These exchange opportunities are available through collaborations with international partner universities in countries such as the United Kingdom, Kazakhstan, and other regions, covering fields like business, engineering, computing, social sciences, and humanities.

To be eligible, students must usually complete at least one year of study at XMUM, maintain a minimum CGPA of 3.0/4.0, and meet the English language requirements of the host university. Selection is also subject to academic performance and faculty approval.

Students interested in exchange programmes need to email the Global Engagement and Partnerships Office at globalep@xmu.edu.my. They will guide students through eligibility checks, application procedures, and nomination processes for partner universities.

Successful applicants may study abroad for a semester while earning academic credits, but credit transfer back to XMUM is not automatic and must be approved by the respective faculty.

These exchange programmes are designed to give students international exposure, broaden academic experience, and develop global perspectives while continuing their degree at XMUM. "
PRG017,programs_faculties,XMUM study abroad opportunity,"Xiamen University Malaysia (XMUM) offers outbound student mobility (exchange) programmes that allow undergraduate students to study abroad at partner universities for one or more semesters.

These exchange opportunities are available through collaborations with international partner universities in countries such as the United Kingdom, Kazakhstan, and other regions, covering fields like business, engineering, computing, social sciences, and humanities.

To be eligible, students must usually complete at least one year of study at XMUM, maintain a minimum CGPA of 3.0/4.0, and meet the English language requirements of the host university. Selection is also subject to academic performance and faculty approval.

Students interested in exchange programmes need to email the Global Engagement and Partnerships Office at globalep@xmu.edu.my. They will guide students through eligibility checks, application procedures, and nomination processes for partner universities.

Successful applicants may study abroad for a semester while earning academic credits, but credit transfer back to XMUM is not automatic and must be approved by the respective faculty.

These exchange programmes are designed to give students international exposure, broaden academic experience, and develop global perspectives while continuing their degree at XMUM. "
PRG017,programs_faculties,Can XMUM students go to China or other countries for a semester?,"Xiamen University Malaysia (XMUM) offers outbound student mobility (exchange) programmes that allow undergraduate students to study abroad at partner universities for one or more semesters.

These exchange opportunities are available through collaborations with international partner universities in countries such as the United Kingdom, Kazakhstan, and other regions, covering fields like business, engineering, computing, social sciences, and humanities.

To be eligible, students must usually complete at least one year of study at XMUM, maintain a minimum CGPA of 3.0/4.0, and meet the English language requirements of the host university. Selection is also subject to academic performance and faculty approval.

Students interested in exchange programmes need to email the Global Engagement and Partnerships Office at globalep@xmu.edu.my. They will guide students through eligibility checks, application procedures, and nomination processes for partner universities.

Successful applicants may study abroad for a semester while earning academic credits, but credit transfer back to XMUM is not automatic and must be approved by the respective faculty.

These exchange programmes are designed to give students international exposure, broaden academic experience, and develop global perspectives while continuing their degree at XMUM. "
PRG017,programs_faculties,XMUM international exchange available,"Xiamen University Malaysia (XMUM) offers outbound student mobility (exchange) programmes that allow undergraduate students to study abroad at partner universities for one or more semesters.

These exchange opportunities are available through collaborations with international partner universities in countries such as the United Kingdom, Kazakhstan, and other regions, covering fields like business, engineering, computing, social sciences, and humanities.

To be eligible, students must usually complete at least one year of study at XMUM, maintain a minimum CGPA of 3.0/4.0, and meet the English language requirements of the host university. Selection is also subject to academic performance and faculty approval.

Students interested in exchange programmes need to email the Global Engagement and Partnerships Office at globalep@xmu.edu.my. They will guide students through eligibility checks, application procedures, and nomination processes for partner universities.

Successful applicants may study abroad for a semester while earning academic credits, but credit transfer back to XMUM is not automatic and must be approved by the respective faculty.

These exchange programmes are designed to give students international exposure, broaden academic experience, and develop global perspectives while continuing their degree at XMUM. "
PRG018,programs_faculties,Does XMUM offer any online or distance learning programs?,"Xiamen University Malaysia (XMUM) does not offer fully online or distance-learning degree programmes. All undergraduate programmes are delivered as full-time, on-campus studies with in-person lectures, labs, and assessments.

However, XMUM supports blended learning elements in some courses, such as online learning materials, digital resources, and hybrid teaching tools to enhance classroom learning.

Students are expected to attend campus physically for lectures, tutorials, laboratory sessions, and examinations, as the programmes are structured to meet professional accreditation and industry training standards.

In short, while digital learning tools are used to support teaching, XMUM degrees are not designed to be completed remotely. "
PRG018,programs_faculties,Can I study remotely at Xiamen University Malaysia?,"Xiamen University Malaysia (XMUM) does not offer fully online or distance-learning degree programmes. All undergraduate programmes are delivered as full-time, on-campus studies with in-person lectures, labs, and assessments.

However, XMUM supports blended learning elements in some courses, such as online learning materials, digital resources, and hybrid teaching tools to enhance classroom learning.

Students are expected to attend campus physically for lectures, tutorials, laboratory sessions, and examinations, as the programmes are structured to meet professional accreditation and industry training standards.

In short, while digital learning tools are used to support teaching, XMUM degrees are not designed to be completed remotely. "
PRG018,programs_faculties,Is there an e-learning or online degree at XMUM?,"Xiamen University Malaysia (XMUM) does not offer fully online or distance-learning degree programmes. All undergraduate programmes are delivered as full-time, on-campus studies with in-person lectures, labs, and assessments.

However, XMUM supports blended learning elements in some courses, such as online learning materials, digital resources, and hybrid teaching tools to enhance classroom learning.

Students are expected to attend campus physically for lectures, tutorials, laboratory sessions, and examinations, as the programmes are structured to meet professional accreditation and industry training standards.

In short, while digital learning tools are used to support teaching, XMUM degrees are not designed to be completed remotely. "
PRG018,programs_faculties,Are there virtual or distance education options at XMUM?,"Xiamen University Malaysia (XMUM) does not offer fully online or distance-learning degree programmes. All undergraduate programmes are delivered as full-time, on-campus studies with in-person lectures, labs, and assessments.

However, XMUM supports blended learning elements in some courses, such as online learning materials, digital resources, and hybrid teaching tools to enhance classroom learning.

Students are expected to attend campus physically for lectures, tutorials, laboratory sessions, and examinations, as the programmes are structured to meet professional accreditation and industry training standards.

In short, while digital learning tools are used to support teaching, XMUM degrees are not designed to be completed remotely. "
PRG018,programs_faculties,XMUM online degree program,"Xiamen University Malaysia (XMUM) does not offer fully online or distance-learning degree programmes. All undergraduate programmes are delivered as full-time, on-campus studies with in-person lectures, labs, and assessments.

However, XMUM supports blended learning elements in some courses, such as online learning materials, digital resources, and hybrid teaching tools to enhance classroom learning.

Students are expected to attend campus physically for lectures, tutorials, laboratory sessions, and examinations, as the programmes are structured to meet professional accreditation and industry training standards.

In short, while digital learning tools are used to support teaching, XMUM degrees are not designed to be completed remotely. "
PRG018,programs_faculties,XMUM distance learning available,"Xiamen University Malaysia (XMUM) does not offer fully online or distance-learning degree programmes. All undergraduate programmes are delivered as full-time, on-campus studies with in-person lectures, labs, and assessments.

However, XMUM supports blended learning elements in some courses, such as online learning materials, digital resources, and hybrid teaching tools to enhance classroom learning.

Students are expected to attend campus physically for lectures, tutorials, laboratory sessions, and examinations, as the programmes are structured to meet professional accreditation and industry training standards.

In short, while digital learning tools are used to support teaching, XMUM degrees are not designed to be completed remotely. "
PRG018,programs_faculties,Can I take XMUM classes from home?,"Xiamen University Malaysia (XMUM) does not offer fully online or distance-learning degree programmes. All undergraduate programmes are delivered as full-time, on-campus studies with in-person lectures, labs, and assessments.

However, XMUM supports blended learning elements in some courses, such as online learning materials, digital resources, and hybrid teaching tools to enhance classroom learning.

Students are expected to attend campus physically for lectures, tutorials, laboratory sessions, and examinations, as the programmes are structured to meet professional accreditation and industry training standards.

In short, while digital learning tools are used to support teaching, XMUM degrees are not designed to be completed remotely. "
PRG018,programs_faculties,XMUM remote study options,"Xiamen University Malaysia (XMUM) does not offer fully online or distance-learning degree programmes. All undergraduate programmes are delivered as full-time, on-campus studies with in-person lectures, labs, and assessments.

However, XMUM supports blended learning elements in some courses, such as online learning materials, digital resources, and hybrid teaching tools to enhance classroom learning.

Students are expected to attend campus physically for lectures, tutorials, laboratory sessions, and examinations, as the programmes are structured to meet professional accreditation and industry training standards.

In short, while digital learning tools are used to support teaching, XMUM degrees are not designed to be completed remotely. "
PRG019,programs_faculties,Does XMUM have an architecture or design program?,"Xiamen University Malaysia (XMUM) does not offer architecture, interior design, or fine arts degree programmes.

However, there are related creative and media-focused programmes available, mainly under communication and digital technology fields. These include Bachelor of Arts in Advertising, Bachelor of Arts in Communication, and Bachelor of Arts in Journalism under the School of Communication, as well as Bachelor of Engineering in Digital Media Technology under the School of Computing and Data Science.

These programmes focus on areas such as digital content creation, media production, branding, storytelling, and multimedia technologies rather than architectural design or traditional art and design practice. "
PRG019,programs_faculties,Can I study interior design or architecture at XMUM?,"Xiamen University Malaysia (XMUM) does not offer architecture, interior design, or fine arts degree programmes.

However, there are related creative and media-focused programmes available, mainly under communication and digital technology fields. These include Bachelor of Arts in Advertising, Bachelor of Arts in Communication, and Bachelor of Arts in Journalism under the School of Communication, as well as Bachelor of Engineering in Digital Media Technology under the School of Computing and Data Science.

These programmes focus on areas such as digital content creation, media production, branding, storytelling, and multimedia technologies rather than architectural design or traditional art and design practice. "
PRG019,programs_faculties,Is there a creative design or fine arts program at Xiamen University Malaysia?,"Xiamen University Malaysia (XMUM) does not offer architecture, interior design, or fine arts degree programmes.

However, there are related creative and media-focused programmes available, mainly under communication and digital technology fields. These include Bachelor of Arts in Advertising, Bachelor of Arts in Communication, and Bachelor of Arts in Journalism under the School of Communication, as well as Bachelor of Engineering in Digital Media Technology under the School of Computing and Data Science.

These programmes focus on areas such as digital content creation, media production, branding, storytelling, and multimedia technologies rather than architectural design or traditional art and design practice. "
PRG019,programs_faculties,What design-related courses are offered at XMUM?,"Xiamen University Malaysia (XMUM) does not offer architecture, interior design, or fine arts degree programmes.

However, there are related creative and media-focused programmes available, mainly under communication and digital technology fields. These include Bachelor of Arts in Advertising, Bachelor of Arts in Communication, and Bachelor of Arts in Journalism under the School of Communication, as well as Bachelor of Engineering in Digital Media Technology under the School of Computing and Data Science.

These programmes focus on areas such as digital content creation, media production, branding, storytelling, and multimedia technologies rather than architectural design or traditional art and design practice. "
PRG019,programs_faculties,XMUM architecture design program,"Xiamen University Malaysia (XMUM) does not offer architecture, interior design, or fine arts degree programmes.

However, there are related creative and media-focused programmes available, mainly under communication and digital technology fields. These include Bachelor of Arts in Advertising, Bachelor of Arts in Communication, and Bachelor of Arts in Journalism under the School of Communication, as well as Bachelor of Engineering in Digital Media Technology under the School of Computing and Data Science.

These programmes focus on areas such as digital content creation, media production, branding, storytelling, and multimedia technologies rather than architectural design or traditional art and design practice. "
PRG019,programs_faculties,XMUM creative arts degree,"Xiamen University Malaysia (XMUM) does not offer architecture, interior design, or fine arts degree programmes.

However, there are related creative and media-focused programmes available, mainly under communication and digital technology fields. These include Bachelor of Arts in Advertising, Bachelor of Arts in Communication, and Bachelor of Arts in Journalism under the School of Communication, as well as Bachelor of Engineering in Digital Media Technology under the School of Computing and Data Science.

These programmes focus on areas such as digital content creation, media production, branding, storytelling, and multimedia technologies rather than architectural design or traditional art and design practice. "
PRG019,programs_faculties,Is there a design school at XMUM?,"Xiamen University Malaysia (XMUM) does not offer architecture, interior design, or fine arts degree programmes.

However, there are related creative and media-focused programmes available, mainly under communication and digital technology fields. These include Bachelor of Arts in Advertising, Bachelor of Arts in Communication, and Bachelor of Arts in Journalism under the School of Communication, as well as Bachelor of Engineering in Digital Media Technology under the School of Computing and Data Science.

These programmes focus on areas such as digital content creation, media production, branding, storytelling, and multimedia technologies rather than architectural design or traditional art and design practice. "
PRG019,programs_faculties,XMUM study design architecture,"Xiamen University Malaysia (XMUM) does not offer architecture, interior design, or fine arts degree programmes.

However, there are related creative and media-focused programmes available, mainly under communication and digital technology fields. These include Bachelor of Arts in Advertising, Bachelor of Arts in Communication, and Bachelor of Arts in Journalism under the School of Communication, as well as Bachelor of Engineering in Digital Media Technology under the School of Computing and Data Science.

These programmes focus on areas such as digital content creation, media production, branding, storytelling, and multimedia technologies rather than architectural design or traditional art and design practice. "
PRG020,programs_faculties,How many programs does XMUM offer in total?,"Xiamen University Malaysia (XMUM) offers approximately 30+ undergraduate degree programmes across multiple disciplines.

These programmes are spread across several academic schools, including Communication, Economics and Management, Computing and Data Science, Artificial Intelligence and Robotics, Mathematics and Physics, Engineering, and Traditional Chinese Medicine.

In terms of structure, students can choose from around:
- Communication and media programmes (e.g. Advertising, Communication, Journalism)
- Business and economics programmes (e.g. Accounting, Finance, International Business, E-Commerce, Hospitality Management)
- Computing and technology programmes (e.g. Software Engineering, Computer Science, Data Science, Cyber Security, Digital Media Technology)
- Engineering programmes (e.g. Electrical and Electronics Engineering, Chemical Engineering, New Energy Science and Engineering, Robotics and Automation Engineering)
- Science programmes (e.g. Physics, Mathematics and Applied Mathematics)
- Traditional Chinese Medicine

Overall, XMUM provides a broad range of choices combining business, science, engineering, computing, and media fields, giving students many options depending on their academic interests and career goals. "
PRG020,programs_faculties,What is the total number of courses available at XMUM?,"Xiamen University Malaysia (XMUM) offers approximately 30+ undergraduate degree programmes across multiple disciplines.

These programmes are spread across several academic schools, including Communication, Economics and Management, Computing and Data Science, Artificial Intelligence and Robotics, Mathematics and Physics, Engineering, and Traditional Chinese Medicine.

In terms of structure, students can choose from around:
- Communication and media programmes (e.g. Advertising, Communication, Journalism)
- Business and economics programmes (e.g. Accounting, Finance, International Business, E-Commerce, Hospitality Management)
- Computing and technology programmes (e.g. Software Engineering, Computer Science, Data Science, Cyber Security, Digital Media Technology)
- Engineering programmes (e.g. Electrical and Electronics Engineering, Chemical Engineering, New Energy Science and Engineering, Robotics and Automation Engineering)
- Science programmes (e.g. Physics, Mathematics and Applied Mathematics)
- Traditional Chinese Medicine

Overall, XMUM provides a broad range of choices combining business, science, engineering, computing, and media fields, giving students many options depending on their academic interests and career goals. "
PRG020,programs_faculties,How many degree options can I choose from at Xiamen University Malaysia?,"Xiamen University Malaysia (XMUM) offers approximately 30+ undergraduate degree programmes across multiple disciplines.

These programmes are spread across several academic schools, including Communication, Economics and Management, Computing and Data Science, Artificial Intelligence and Robotics, Mathematics and Physics, Engineering, and Traditional Chinese Medicine.

In terms of structure, students can choose from around:
- Communication and media programmes (e.g. Advertising, Communication, Journalism)
- Business and economics programmes (e.g. Accounting, Finance, International Business, E-Commerce, Hospitality Management)
- Computing and technology programmes (e.g. Software Engineering, Computer Science, Data Science, Cyber Security, Digital Media Technology)
- Engineering programmes (e.g. Electrical and Electronics Engineering, Chemical Engineering, New Energy Science and Engineering, Robotics and Automation Engineering)
- Science programmes (e.g. Physics, Mathematics and Applied Mathematics)
- Traditional Chinese Medicine

Overall, XMUM provides a broad range of choices combining business, science, engineering, computing, and media fields, giving students many options depending on their academic interests and career goals. "
PRG020,programs_faculties,How wide is the range of programs at XMUM?,"Xiamen University Malaysia (XMUM) offers approximately 30+ undergraduate degree programmes across multiple disciplines.

These programmes are spread across several academic schools, including Communication, Economics and Management, Computing and Data Science, Artificial Intelligence and Robotics, Mathematics and Physics, Engineering, and Traditional Chinese Medicine.

In terms of structure, students can choose from around:
- Communication and media programmes (e.g. Advertising, Communication, Journalism)
- Business and economics programmes (e.g. Accounting, Finance, International Business, E-Commerce, Hospitality Management)
- Computing and technology programmes (e.g. Software Engineering, Computer Science, Data Science, Cyber Security, Digital Media Technology)
- Engineering programmes (e.g. Electrical and Electronics Engineering, Chemical Engineering, New Energy Science and Engineering, Robotics and Automation Engineering)
- Science programmes (e.g. Physics, Mathematics and Applied Mathematics)
- Traditional Chinese Medicine

Overall, XMUM provides a broad range of choices combining business, science, engineering, computing, and media fields, giving students many options depending on their academic interests and career goals. "
PRG020,programs_faculties,XMUM total programs available,"Xiamen University Malaysia (XMUM) offers approximately 30+ undergraduate degree programmes across multiple disciplines.

These programmes are spread across several academic schools, including Communication, Economics and Management, Computing and Data Science, Artificial Intelligence and Robotics, Mathematics and Physics, Engineering, and Traditional Chinese Medicine.

In terms of structure, students can choose from around:
- Communication and media programmes (e.g. Advertising, Communication, Journalism)
- Business and economics programmes (e.g. Accounting, Finance, International Business, E-Commerce, Hospitality Management)
- Computing and technology programmes (e.g. Software Engineering, Computer Science, Data Science, Cyber Security, Digital Media Technology)
- Engineering programmes (e.g. Electrical and Electronics Engineering, Chemical Engineering, New Energy Science and Engineering, Robotics and Automation Engineering)
- Science programmes (e.g. Physics, Mathematics and Applied Mathematics)
- Traditional Chinese Medicine

Overall, XMUM provides a broad range of choices combining business, science, engineering, computing, and media fields, giving students many options depending on their academic interests and career goals. "
